           1     14.9748     14.9748           0
           2     14.9715     14.9731  0.00116575
           3     14.9999     14.9821  0.00731895
           4     14.9586     14.9762  0.00747754
           5      14.982     14.9774  0.00607177
           6     14.9362     14.9705  0.00805501
           7     14.9694     14.9703  0.00690583
           8     14.9445     14.9671  0.00675293
           9     14.9546     14.9657  0.00614386
          10     14.9817     14.9673  0.00573247
          11     15.0003     14.9703  0.00594321
          12     14.9627     14.9697  0.00548154
          13      14.989     14.9712  0.00525837
          14     14.9734     14.9713  0.00488514
          15     14.9805     14.9719  0.00459801
          16     14.9767     14.9722  0.00432039
          17     14.9873     14.9731  0.00415557
          18     14.9777     14.9734  0.00393233
          19     14.9771     14.9736  0.00373013
          20     14.9648     14.9731  0.00356927
          21     14.9846     14.9737  0.00344076
          22       14.99     14.9744  0.00336352
          23     14.9458     14.9732  0.00343961
          24     14.9469     14.9721  0.00346665
          25     14.9893     14.9728  0.00339578
          26     14.9834     14.9732  0.00328962
          27     14.9522     14.9724  0.00325799
          28     14.9686     14.9723   0.0031445
          29     15.0132     14.9737  0.00333783
          30     14.9818     14.9739  0.00323756
          31     15.0013     14.9748  0.00325097
          32      14.964     14.9745  0.00316677
          33     14.9623     14.9741  0.00309215
          34     14.9908     14.9746  0.00303967
          35     15.0046     14.9755   0.0030716
          36     14.9817     14.9756  0.00299122
          37     14.9803     14.9758  0.00291306
          38     14.9735     14.9757  0.00283704
          39     15.0209     14.9769  0.00299129
          40     14.9839      14.977  0.00292164
          41     14.9777     14.9771  0.00285042
          42     14.9467     14.9763  0.00287297
          43     14.9855     14.9765  0.00281397
          44     14.9659     14.9763  0.00276042
          45     14.9773     14.9763  0.00269916
          46     14.9846     14.9765  0.00264644
          47     14.9698     14.9764  0.00259397
          48     14.9806     14.9764  0.00254142
          49     14.9575     14.9761  0.00251891
          50     15.0001     14.9765  0.00251404
          51     14.9718     14.9764  0.00246647
          52     14.9703     14.9763  0.00242189
          53     15.0037     14.9768  0.00243057
          54     15.0042     14.9774   0.0024378
          55     14.9636     14.9771   0.0024062
          56     14.9884     14.9773  0.00237167
          57     14.9743     14.9773  0.00233063
          58     15.0055     14.9777  0.00234076
          59     15.0102     14.9783  0.00236481
          60     14.9764     14.9783  0.00232561
          61     14.9551     14.9779  0.00231827
          62     14.9665     14.9777  0.00228812
          63     14.9579     14.9774  0.00227334
          64      14.987     14.9775  0.00224276
          65     14.9679     14.9774  0.00221316
          66     15.0034     14.9778  0.00221452
          67     14.9861     14.9779  0.00218495
          68     15.0015     14.9782  0.00218022
          69     14.9833     14.9783  0.00214987
          70     14.9988     14.9786  0.00213898
          71     14.9745     14.9786  0.00210966
          72     14.9697     14.9784  0.00208391
          73     15.0083     14.9788  0.00209521
          74     14.9634     14.9786  0.00207725
          75     14.9765     14.9786  0.00204976
          76     14.9813     14.9786  0.00202309
          77     14.9857     14.9787  0.00199888
          78     14.9805     14.9788  0.00197339
          79     14.9924     14.9789    0.001956
          80     14.9883      14.979  0.00193508
          81     14.9327     14.9785  0.00199393
          82     14.9956     14.9787  0.00198047
          83     14.9845     14.9788  0.00195783
          84     14.9794     14.9788  0.00193454
          85      14.987     14.9789  0.00191423
          86      14.963     14.9787  0.00190079
          87     14.9862     14.9788  0.00188093
          88     15.0145     14.9792  0.00190281
          89     14.9899     14.9793  0.00188524
          90     14.9753     14.9792  0.00186481
          91     14.9867     14.9793  0.00184613
          92     14.9268     14.9788  0.00191237
          93     14.9878     14.9788  0.00189427
          94     14.9976      14.979  0.00188458
          95     14.9792      14.979  0.00186474
          96     14.9975     14.9792  0.00185521
          97     14.9577      14.979  0.00184935
          98     15.0035     14.9793  0.00184733
          99     14.9687     14.9792  0.00183173
         100     14.9497     14.9789  0.00183703
