           1        1.65        1.65           0
           2        1.65        1.65           0
           3        1.65        1.65 1.72064e-08
           4        1.65        1.65           0
           5        1.65        1.65           0
           6        1.65        1.65 1.21667e-08
           7        1.65        1.65 1.37958e-08
           8        1.65        1.65 1.29048e-08
           9        1.65        1.65 1.21667e-08
          10        1.65        1.65 9.42432e-09
          11        1.65        1.65 8.98574e-09
          12        1.65        1.65 6.08337e-09
          13        1.65        1.65 5.84472e-09
          14        1.65        1.65 5.63211e-09
          15        1.65        1.65 9.42432e-09
          16        1.65        1.65 9.12506e-09
          17        1.65        1.65 8.85261e-09
          18        1.65        1.65 8.60319e-09
          19        1.65        1.65 1.18422e-08
          20        1.65        1.65 1.15424e-08
          21        1.65        1.65  9.1972e-09
          22        1.65        1.65 8.98574e-09
          23        1.65        1.65 7.61083e-09
          24        1.65        1.65 7.45058e-09
          25        1.65        1.65 4.21468e-09
          26        1.65        1.65           0
          27        1.65        1.65 5.73546e-09
          28        1.65        1.65  6.8979e-09
          29        1.65        1.65 6.77792e-09
          30        1.65        1.65   6.664e-09
          31        1.65        1.65 8.46329e-09
          32        1.65        1.65    8.33e-09
          33        1.65        1.65 8.20282e-09
          34        1.65        1.65 8.85261e-09
          35        1.65        1.65  1.0075e-08
          36        1.65        1.65 9.93411e-09
          37        1.65        1.65 9.79894e-09
          38        1.65        1.65 1.02557e-08
          39        1.65        1.65 1.01233e-08
          40        1.65        1.65 8.81565e-09
          41        1.65        1.65 8.06155e-09
          42        1.65        1.65 7.96501e-09
          43        1.65        1.65 7.18598e-09
          44        1.65        1.65 7.10385e-09
          45        1.65        1.65 5.44113e-09
          46        1.65        1.65 5.38167e-09
          47        1.65        1.65 4.34712e-09
          48        1.65        1.65 4.30159e-09
          49        1.65        1.65 4.25747e-09
          50        1.65        1.65 2.98023e-09
          51        1.65        1.65 2.95087e-09
          52        1.65        1.65 2.92236e-09
          53        1.65        1.65 2.89466e-09
          54        1.65        1.65 2.86773e-09
          55        1.65        1.65 4.01854e-09
          56        1.65        1.65  3.9825e-09
          57        1.65        1.65 3.94741e-09
          58        1.65        1.65 3.91324e-09
          59        1.65        1.65 4.75193e-09
          60        1.65        1.65 4.71216e-09
          61        1.65        1.65 4.67338e-09
          62        1.65        1.65 5.98445e-09
          63        1.65        1.65 5.93676e-09
          64        1.65        1.65  5.8902e-09
          65        1.65        1.65 5.84472e-09
          66        1.65        1.65 5.80027e-09
          67        1.65        1.65 6.30628e-09
          68        1.65        1.65 6.25974e-09
          69        1.65        1.65 6.21421e-09
          70        1.65        1.65 6.16967e-09
          71        1.65        1.65 6.12606e-09
          72        1.65        1.65 6.57079e-09
          73        1.65        1.65 6.52563e-09
          74        1.65        1.65 6.48139e-09
          75        1.65        1.65 6.43804e-09
          76        1.65        1.65 6.39554e-09
          77        1.65        1.65 7.20462e-09
          78        1.65        1.65 6.31302e-09
          79        1.65        1.65 6.27293e-09
          80        1.65        1.65  6.2336e-09
          81        1.65        1.65   6.195e-09
          82        1.65        1.65 6.98151e-09
          83        1.65        1.65 6.93933e-09
          84        1.65        1.65  6.8979e-09
          85        1.65        1.65  6.8572e-09
          86        1.65        1.65 6.81722e-09
          87        1.65        1.65 6.77792e-09
          88        1.65        1.65  6.7393e-09
          89        1.65        1.65 6.70134e-09
          90        1.65        1.65 7.02447e-09
          91        1.65        1.65 6.98577e-09
          92        1.65        1.65 6.59117e-09
          93        1.65        1.65 6.55564e-09
          94        1.65        1.65 6.52067e-09
          95        1.65        1.65 6.83712e-09
          96        1.65        1.65 6.80142e-09
          97        1.65        1.65 6.76627e-09
          98        1.65        1.65 7.37416e-09
          99        1.65        1.65 7.33682e-09
         100        1.65        1.65 7.30005e-09
