                 0                 0                 0
        0.00512993                 0                 0
         0.0102599                 0                 0
         0.0153898                 0                 0
         0.0205197                 0                 0
         0.0256496                 0                 0
         0.0307796                 0                 0
         0.0359095                 0                 0
         0.0410394                 0                 0
         0.0461694                 0                 0
         0.0512993                 0                 0
         0.0564292                 0                 0
         0.0615591                 0                 0
         0.0666891                 0                 0
          0.071819                 0                 0
         0.0769489                 0                 0
         0.0820788                 0                 0
         0.0872088                 0                 0
         0.0923387                 0                 0
         0.0974686                 0                 0
          0.102599                 0                 0
          0.107728                 0                 0
          0.112858                 0                 0
          0.117988                 0                 0
          0.123118                 0                 0
          0.128248                 0                 0
          0.133378                 0                 0
          0.138508                 0                 0
          0.143638                 0                 0
          0.148768                 0                 0
          0.153898                 0                 0
          0.159028                 0                 0
          0.164158                 0                 0
          0.169288                 0                 0
          0.174418                 0                 0
          0.179547                 0                 0
          0.184677                 0                 0
          0.189807                 0                 0
          0.194937                 0                 0
          0.200067                 0                 0
          0.205197                 0                 0
          0.210327                 0                 0
          0.215457                 0                 0
          0.220587                 0                 0
          0.225717                 0                 0
          0.230847                 0                 0
          0.235977                 0                 0
          0.241107                 0                 0
          0.246237                 0                 0
          0.251366                 0                 0
          0.256496                 0                 0
          0.261626                 0                 0
          0.266756                 0                 0
          0.271886                 0                 0
          0.277016                 0                 0
          0.282146                 0                 0
          0.287276                 0                 0
          0.292406                 0                 0
          0.297536                 0                 0
          0.302666                 0                 0
          0.307796                 0                 0
          0.312926                 0                 0
          0.318056                 0                 0
          0.323185                 0                 0
          0.328315                 0                 0
          0.333445                 0                 0
          0.338575                 0                 0
          0.343705                 0                 0
          0.348835                 0                 0
          0.353965                 0                 0
          0.359095                 0                 0
          0.364225                 0                 0
          0.369355                 0                 0
          0.374485                 0                 0
          0.379615                 0                 0
          0.384745                 0                 0
          0.389875                 0                 0
          0.395004                 0                 0
          0.400134                 0                 0
          0.405264                 0                 0
          0.410394                 0                 0
          0.415524                 0                 0
          0.420654                 0                 0
          0.425784                 0                 0
          0.430914                 0                 0
          0.436044                 0                 0
          0.441174                 0                 0
          0.446304                 0                 0
          0.451434                 0                 0
          0.456564                 0                 0
          0.461694                 0                 0
          0.466823                 0                 0
          0.471953                 0                 0
          0.477083                 0                 0
          0.482213                 0                 0
          0.487343                 0                 0
          0.492473                 0                 0
          0.497603                 0                 0
          0.502733                 0                 0
          0.507863                 0                 0
          0.512993                 0                 0
          0.518123                 0                 0
          0.523253                 0                 0
          0.528383                 0                 0
          0.533512                 0                 0
          0.538642                 0                 0
          0.543772                 0                 0
          0.548902                 0                 0
          0.554032                 0                 0
          0.559162                 0                 0
          0.564292                 0                 0
          0.569422                 0                 0
          0.574552                 0                 0
          0.579682                 0                 0
          0.584812                 0                 0
          0.589942                 0                 0
          0.595072                 0                 0
          0.600202                 0                 0
          0.605331                 0                 0
          0.610461                 0                 0
          0.615591                 0                 0
          0.620721                 0                 0
          0.625851                 0                 0
          0.630981                 0                 0
          0.636111                 0                 0
          0.641241                 0                 0
          0.646371                 0                 0
          0.651501                 0                 0
          0.656631                 0                 0
          0.661761                 0                 0
          0.666891                 0                 0
          0.672021                 0                 0
           0.67715                 0                 0
           0.68228                 0                 0
           0.68741                 0                 0
           0.69254                 0                 0
           0.69767                 0                 0
            0.7028                 0                 0
           0.70793                 0                 0
           0.71306                 0                 0
           0.71819                 0                 0
           0.72332                 0                 0
           0.72845                 0                 0
           0.73358                 0                 0
           0.73871                 0                 0
           0.74384                 0                 0
          0.748969                 0                 0
          0.754099                 0                 0
          0.759229                 0                 0
          0.764359                 0                 0
          0.769489                 0                 0
          0.774619                 0                 0
          0.779749                 0                 0
          0.784879                 0                 0
          0.790009                 0                 0
          0.795139                 0                 0
          0.800269                 0                 0
          0.805399                 0                 0
          0.810529                 0                 0
          0.815659                 0                 0
          0.820788                 0                 0
          0.825918                 0                 0
          0.831048                 0                 0
          0.836178                 0                 0
          0.841308                 0                 0
          0.846438                 0                 0
          0.851568                 0                 0
          0.856698       7.29513e-06       5.38831e-06
          0.861828       1.68205e-05       6.13101e-06
          0.866958       5.46172e-05       1.77243e-05
          0.872088       7.97942e-05       1.91297e-05
          0.877218       0.000359538       4.63195e-05
          0.882348       0.000843745       6.93073e-05
          0.887478        0.00167716       9.18394e-05
          0.892607        0.00315466       0.000115715
          0.897737        0.00641927       0.000208593
          0.902867         0.0116554       0.000281581
          0.907997         0.0198852       0.000323108
          0.913127         0.0316668       0.000382436
          0.918257         0.0503148        0.00051228
          0.923387         0.0747785       0.000669838
          0.928517          0.109169       0.000854219
          0.933647          0.154566         0.0010902
          0.938777          0.208016        0.00110435
          0.943907          0.274985        0.00123886
          0.949037          0.354889        0.00151718
          0.954167          0.450883         0.0015852
          0.959297          0.551115         0.0020888
          0.964426          0.665514        0.00223012
          0.969556          0.791196        0.00224808
          0.974686          0.922046        0.00292546
          0.979816           1.05921        0.00265844
          0.984946           1.20114        0.00291931
          0.990076           1.33828        0.00309865
          0.995206           1.47566        0.00307325
           1.00034           1.61341        0.00357121
           1.00547           1.74822        0.00324386
            1.0106           1.87124        0.00257522
           1.01573           1.98742        0.00314985
           1.02086           2.09231        0.00376331
           1.02599           2.18545        0.00343839
           1.03112            2.2767         0.0039057
           1.03625           2.33752        0.00277301
           1.04138           2.41418        0.00334805
           1.04651           2.45945        0.00287662
           1.05164           2.50483        0.00355022
           1.05677           2.53353        0.00319339
            1.0619           2.56731        0.00288509
           1.06702           2.57188         0.0032738
           1.07215           2.57751        0.00321261
           1.07728           2.58066        0.00322671
           1.08241           2.57144        0.00287362
           1.08754           2.54912        0.00321023
           1.09267           2.53114        0.00291564
            1.0978           2.51206        0.00277432
           1.10293           2.47514        0.00308382
           1.10806           2.44673        0.00261809
           1.11319           2.41278        0.00279156
           1.11832           2.36826        0.00294698
           1.12345           2.33097        0.00292817
           1.12858           2.28713        0.00278286
           1.13371           2.24358        0.00255679
           1.13884           2.20128        0.00293018
           1.14397           2.15459        0.00263989
            1.1491            2.1092         0.0026538
           1.15423             2.064        0.00258686
           1.15936           2.01634        0.00293471
           1.16449           1.97258        0.00226831
           1.16962           1.92942        0.00257652
           1.17475           1.88403        0.00260452
           1.17988           1.83799        0.00265055
           1.18501           1.79646        0.00254319
           1.19014           1.75238        0.00217921
           1.19527           1.71238        0.00253031
            1.2004           1.67609        0.00229493
           1.20553            1.6337        0.00245715
           1.21066           1.59509        0.00226617
           1.21579           1.55916        0.00241755
           1.22092           1.52323        0.00224179
           1.22605            1.4877        0.00218852
           1.23118           1.45623        0.00233664
           1.23631           1.42271        0.00204399
           1.24144           1.38833        0.00203736
           1.24657           1.35944        0.00194264
            1.2517           1.32847        0.00240963
           1.25683           1.30092        0.00193808
           1.26196           1.27467        0.00214061
           1.26709           1.24697        0.00212271
           1.27222           1.21944        0.00184283
           1.27735           1.19503        0.00205956
           1.28248           1.16809        0.00202923
           1.28761           1.14501        0.00191383
           1.29274           1.12536        0.00182462
           1.29787           1.10021        0.00171516
             1.303           1.07994        0.00175519
           1.30813            1.0627         0.0018388
           1.31326           1.04234        0.00160458
           1.31839           1.02427        0.00169213
           1.32352           1.00715         0.0015357
           1.32865          0.986518        0.00171178
           1.33378          0.969763        0.00168667
           1.33891          0.953517        0.00170081
           1.34404          0.937296        0.00134579
           1.34917          0.923101         0.0015788
            1.3543          0.910904        0.00147742
           1.35943           0.89764        0.00160332
           1.36456          0.887062        0.00144041
           1.36969          0.872078        0.00154484
           1.37482          0.858791         0.0013148
           1.37995          0.846965        0.00138667
           1.38508          0.837773        0.00138751
           1.39021          0.826627        0.00143531
           1.39534          0.816848        0.00134153
           1.40047          0.806384        0.00128544
            1.4056          0.797168        0.00115667
           1.41073          0.788846        0.00128712
           1.41586          0.781463        0.00138116
           1.42099          0.772369        0.00120425
           1.42612          0.765263        0.00122105
           1.43125          0.757298        0.00132257
           1.43638          0.750203        0.00135701
           1.44151          0.743962        0.00124136
           1.44664           0.73662        0.00123473
           1.45177          0.730433        0.00132932
            1.4569          0.725922        0.00142663
           1.46203          0.721358        0.00127446
           1.46716          0.716095        0.00137675
           1.47229          0.711392        0.00122283
           1.47742          0.706504        0.00144512
           1.48255          0.700247        0.00124013
           1.48768          0.697798         0.0012166
           1.49281          0.693208        0.00112297
           1.49794          0.692424        0.00139562
           1.50307          0.688765        0.00124131
